index	Transcript	A5YG	A5PI	A5OG	A5OF	A5LT	A5LS	A5LR	A5LP	A5LO	A5LN	A5LM	A5LL	A5LK	A5LJ	A5LH	A5LG	A5LE	A5LD	A5LC	A5LB	A5LA	A5L9	A5L8	A5L6	A5L5	A5L4	A5L3	A5KZ	A5KY	A5KX	A5KW	A5KV	A5KU	A5KT	A5KO	A5K9	A5K8	A5K6	A5K5	A5K4	A5K3	A5K2	A5K1	A5K0	A5JZ	A5JY	A5JX	A5JW	A5JV	A5JT	A5JS	A5JR	A5JQ	A5JP	A5JO	A5JM	A5JL	A5JK	A5JJ	A5JI	A5JG	A5JF	A5JE	A5JD	A5JC	A5JB	A5JA	A5J9	A5J8	A5J7	A5J6	A5J5	A5J3	A5J2	A5J1	A5HB	A5HA	A5H9	A5H8
TP53	TP53-020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.164627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.739865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07224960000000001	0.0	0.0	0.0
TP53	TP53-022	0.0720176	0.0	0.121154	0.741455	0.137703	0.415109	0.16758199999999998	3.55048e-08	0.5423319999999999	0.0	0.17399	0.12804000000000001	0.0	1.23209e-10	0.0	0.032098400000000006	0.6281220000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.734384	0.25016900000000003	0.0607929	0.0	0.44687899999999997	0.0	0.0	0.00396818	0.026108	0.22755100000000003	0.0784238	0.139429	0.23505900000000002	0.0147507	0.250946	0.097853	0.0	0.146103	0.0	0.0	0.0	0.53415	0.00760997	0.21718200000000001	0.000151954	0.0	0.05464600000000001	0.0	1.3671700000000001e-09	0.0	0.0	0.33135	0.0	0.052042099999999994	0.0	0.0	0.0	0.0	0.28434699999999996	6.32686	0.0	0.122821	0.13616099999999998	0.0	3.72283e-05	0.457395	0.0	0.0	0.0	0.0953405	0.337599	0.225912
TP53	TP53-027	0.0	0.0	1.99662e-10	0.0	7.245560000000001e-09	0.0	0.0	5.08552e-09	2.36254e-09	0.0704536	4.6723900000000005e-06	0.0	0.00211182	0.0	0.0	0.0	3.47457e-07	0.017194799999999996	0.0	4.99804e-09	0.0	0.0	0.0720771	0.0	0.136156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5470699999999997e-10	0.0	0.0	0.0	0.463577	0.0	0.0	0.0	0.0	0.00041849	0.0	0.0	0.0	0.0	0.0	5.00976e-05	0.0	0.0	2.3849899999999997e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.10764e-09	0.0	0.15726300000000001	0.0	0.0	0.0	0.0	0.439309	1.49309e-07	0.0	0.0	0.000322199	8.35658e-11	0.00895055	0.0432974	0.033661300000000005	0.0	0.000137097	0.0123605	0.0	0.0	0.0
TP53	TP53-026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TP53	TP53-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039026599999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045476	0.0	0.0	0.0	0.0	0.0	0.0
TP53	TP53-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.690850000000001e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41887e-08	0.0	0.0	0.437192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.14618e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.39602e-06	0.0	0.489137	0.0	0.0	0.0
TP53	TP53-024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.815900000000001e-10	6.55528e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.145699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8880799999999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.16275e-09	6.856940000000001e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038551499999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.00158573	0.0	0.0	0.0	0.0	0.0
TP53	TP53-023	0.138746	0.531159	3.09491	1.33019	2.5356400000000003	1.1679899999999999	0.0	0.0398929	0.681361	1.35527	2.9681900000000003	0.9211370000000001	1.1738600000000001	1.03849	3.27717	7.4809	1.8796700000000002	5.20715	8.45734	1.78836	3.73107	2.05845	0.6285029999999999	2.47845	2.17688	0.15582000000000001	2.30232	2.7269200000000002	7.3736	3.34635	0.974024	2.1124400000000003	2.7690200000000003	4.48044	0.771469	0.42325799999999997	3.60816	4.09389	2.42113	0.580929	1.53542	4.0281	2.5505	1.43125	0.0790571	0.636066	6.41135	0.408636	0.231017	0.748405	2.17775	0.10072	2.10016	0.802704	3.3103300000000004	1.0403200000000001	0.6219819999999999	2.67427	5.49054	1.48064	2.21088	2.42968	3.0849900000000003	0.677901	5.0251	6.5538	4.12399	1.78445	5.3063400000000005	1.44042	1.27009	4.56545	1.3605200000000002	0.105051	4.25055	0.155824	0.266585	0.302494	2.2265200000000003
TP53	TP53-028	1.9280700000000002	4.6018300000000005	3.32254	3.91899	2.3298799999999997	4.10922	2.92865	2.64663	4.3916699999999995	0.150911	0.22512	4.25617	0.387154	0.00178064	1.92196	1.08382	1.1847299999999998	0.0	2.75809	8.20198	0.0290351	0.0	4.90261	0.732581	0.29133600000000004	2.4600400000000002	0.0	8.56656	8.12428	0.44898999999999994	3.8010699999999997	5.7962	2.91491	2.1962200000000003	0.699453	5.50149	0.262092	6.562060000000001	1.6842	2.02369	0.7153510000000001	1.52639	3.12906	3.92285	0.849756	0.733677	0.757498	2.36999	3.09328	2.6751	4.07386	1.61811	4.37285	1.262	3.12439	4.18826	2.3971400000000003	0.76774	4.14072	0.442792	1.1727	3.02793	0.939456	1.34354	1.04711	1.4554200000000002	2.28963	6.760960000000001	1.46433	4.15607	1.2988600000000001	0.500761	4.55601	0.914852	0.00140174	0.736317	1.71639	2.80514	2.26517
TP53	TP53-021	1.70019	9.852	1.1451799999999999	6.04787	0.15770699999999999	2.8212599999999997	2.32825	3.06287	5.46779	6.63511e-05	1.68386	2.61829	0.162751	0.25193899999999997	2.78187	0.27067399999999997	1.00576	7.83514e-07	1.18717	2.89568	0.372825	0.0	3.4128199999999995	0.0	0.863138	1.87854	0.12997899999999998	5.05872	6.86486	0.7412810000000001	2.82432	2.84464	2.0577400000000003	0.48341999999999996	1.3169600000000001	4.98764	0.25501599999999996	3.5781400000000003	1.3838	5.676830000000001	0.0	0.818092	1.26109	3.45022	5.641769999999999	1.54861	0.0334843	4.499140000000001	1.76237	3.31892	6.06757	2.33523	1.49443	0.557714	2.68894	1.46201	0.9862110000000001	0.3743	3.86234	0.030494099999999996	0.633966	1.29898	0.48457100000000003	1.52178	0.0140059	0.421059	0.0	3.7038900000000003	0.670096	0.6988949999999999	1.18321	0.12845399999999998	1.4526299999999999	0.510378	0.37455700000000003	1.56634	1.44999	7.5087399999999995	1.1402299999999999
TP53	TP53-025	0.0	0.20153800000000002	0.371762	0.19700299999999998	0.127804	0.11003099999999999	0.0	0.143734	0.172854	0.0	0.0	0.510624	0.0	0.21254299999999998	0.0	0.399107	0.5027010000000001	0.0	0.0	0.766939	0.0	0.0	0.282777	1.91793e-05	0.0	0.0796791	0.0	0.10686400000000001	0.551335	0.0	0.0840091	0.0	0.284172	0.0	0.0809207	0.155655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.343971	0.0	0.0	0.12352	0.0	0.115924	0.065811	0.0	0.085603	0.0779127	0.0	0.619071	0.0	0.127583	0.375565	0.0	0.0502213	0.246169	0.0	0.018932499999999998	0.21024	0.773473	0.48407100000000003	0.141495	0.0	0.15032	0.179402	0.0	0.221246	0.135437	0.289609	0.239452
TP53	TP53-029	0.062179399999999996	0.499758	0.221951	0.374663	0.207752	0.0985272	0.10184800000000001	0.163178	0.362139	0.061105099999999996	0.044918099999999996	0.6514939999999999	0.020372	0.169312	0.0	0.285157	0.0	0.0672295	0.181004	0.352578	0.0306046	0.0	0.100319	0.028364499999999997	0.012819	0.0	0.025250400000000003	0.40778200000000003	0.14407799999999998	0.171002	0.019788099999999996	0.17240999999999998	0.13833099999999998	0.200999	0.195684	0.140722	0.049757	0.141062	0.06879969999999999	0.0320017	0.0162226	0.0839995	0.052042399999999996	0.25028	0.21724699999999997	0.07326310000000001	0.17054	0.104993	0.10871600000000001	0.0451517	0.822672	0.058416499999999996	0.132468	0.549718	0.0414105	0.167756	0.018758	0.10114400000000001	0.118746	0.060214800000000006	0.08427860000000001	0.12121400000000002	0.0644108	0.0625386	0.0146747	0.13076600000000002	0.17666700000000002	0.150308	0.09902480000000001	0.175231	0.019412400000000003	0.06597710000000001	0.087096	0.025421799999999998	0.0246916	0.063114	0.0608918	0.11552899999999999	0.186675
FLG	FLG-001	0.0250796	0.0927722	0.0482003	0.43967700000000004	0.09702580000000001	0.0	0.00745652	0.051797300000000004	0.501825	0.015255100000000002	0.05538869999999999	0.016248699999999998	0.0230922	0.00607304	0.0	0.039981699999999995	0.0	0.00361896	0.0	0.150125	0.0	0.0	0.0	0.0	0.0256538	0.014891499999999998	0.0	0.00503067	0.024297	0.0253636	0.16459100000000002	0.0	0.055192200000000004	0.0	0.075188	0.0106788	0.0	0.0	0.0	0.00911257	0.00835691	0.0	0.0178368	0.010846	0.029671	0.525496	0.00876063	0.0901676	0.231803	0.055873900000000004	0.00774913	0.00432453	0.0434574	0.0103949	0.10017100000000001	0.029224700000000003	0.0716902	0.025795599999999995	0.0584193	0.0023145	0.015429	0.026461400000000003	0.015193700000000001	0.0	0.010128100000000001	0.0469889	0.334144	0.068332	0.009101	0.00541079	0.0168399	0.018204400000000003	0.0996754	0.139226	0.00128243	0.0314276	0.0424275	0.8042600000000001	0.0
LCE1C	LCE1C-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.340861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE1C	LCE1C-001	0.0	0.0	0.0	0.0	0.0	0.0626914	0.0	0.0	0.0429874	0.0325636	0.0	0.0732102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21811999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23849	0.0	4.54631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06684689999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.234918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0772959	0.0	0.0	0.0	0.0	0.0
LCE1B	LCE1B-001	0.0285149	0.0	0.0	0.0	0.028153700000000004	0.0	0.0	0.0156203	0.0194904	0.0	0.0	0.0	0.0	0.0	0.146466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0445921	0.0	0.0	0.0	0.0	0.0230606	0.0	0.0	0.0	0.0	0.022404900000000002	0.0	0.0	0.0600413	0.0	0.169526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0254546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE1F	LCE1F-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE1D	LCE1D-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE1A	LCE1A-001	0.0	0.0	0.0	0.0	0.0	0.133372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
