index	Transcript	AAZT	AAZO	AAVE	AAVC	AAVB	AAVA	AAV9	AA39	AA38	AA36	AA33	AA2Z	AA2W	AA2T	AA2O	AA2H	AA2G	AA0S	A95A	A8Y8	A8Y6	A8Y5	A8Y4	A8Y2	A8Y1	A8I3	A7RX	AA34	AA31	AA30	AA2X	AA2U	AA2R	AA2Q	AA2I	A8S4
S100A16	S100A16-011	0.97236	26.3075	7.255439999999999	9.15899	13.5936	3.09612	6.42628	1.8807	10.6346	2.78775	9.03604	14.5841	16.1475	13.5225	1.31529	0.11380699999999999	8.614130000000001	0.24553000000000003	2.12049	20.7835	1.7431	16.1306	13.0655	9.878219999999999	13.0091	3.5063800000000005	5.87715	3.9165835	7.174073	8.0931825	9.563597	2.844566	2.120425	13.1095265	2.4301465	6.7252883
S100A14	S100A14-201	70.3653	333.81699999999995	247.137	408.043	239.519	41.398999999999994	121.086	52.9519	136.342	3.18609	113.29899999999999	322.02099999999996	181.47799999999998	533.739	1.81325	0.0	1.08823	3.68586	30.1131	623.811	346.026	229.305	22.3856	52.6367	529.8240000000001	74.5455	204.47799999999998	177.10549	213.44433	340.91789	84.06673	98.33978	26.98817	269.276145	74.50805	24.667395
S100A14	S100A14-004	0.35696100000000003	7.586360000000001	6.54258	0.0	4.2579	0.310094	0.344188	0.0	3.79395	0.0	0.760644	3.3020099999999997	3.1821099999999998	8.14212	0.000137129	0.0	0.0	0.0218011	1.38286	6.47593	0.0	0.0	0.0	0.0	0.0	0.0	0.835151	1.203829	3.31225	5.7507305	1.310908	0.0	0.4428735	7.7431755	0.0	0.535865
S100A14	S100A14-002	0.689967	16.87	6.205030000000001	6.3185199999999995	10.4566	0.971094	4.26117	2.8235799999999998	7.133030000000001	0.0	4.41228	12.6665	6.67138	11.9409	0.0	0.22392800000000002	0.0	0.259644	1.13171	51.8942	17.3316	10.9803	0.757392	1.14753	7.40049	1.4818	7.37292	7.70025	7.3501	19.8006	2.873998	2.86573	0.0	5.53095	1.140135	0.249477
S100A14	S100A14-003	0.24291	2.18401	2.69581	4.66461	3.8663800000000004	0.752292	0.432546	0.968007	2.48053	0.142512	2.9100099999999998	11.8283	4.34194	7.9025	0.0	0.512721	0.202356	0.13096	0.40034899999999995	5.78068	1.9419099999999998	16.8081	2.24804	4.36451	14.1913	3.5428300000000004	2.58632	2.2069975	1.795743	2.278035	0.3685455	4.0480345	3.1175735	4.867963	1.2516665	0.4926855
S100A14	S100A14-005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.313444	0.0	0.330317	0.0	0.0	0.0	0.0	0.0	0.0	0.208403	0.0	0.0309498	0.0	0.0	0.0	0.0	0.0
S100A14	S100A14-001	68.7484	2.9894700000000003	8.7042	28.3681	31.4174	0.787907	1.62511	3.69191	16.0481	0.614963	4.0102e-06	0.015294499999999999	0.588152	52.7433	0.000312079	0.0	0.6894680000000001	0.0	18.4934	0.0	6.44479	0.013678399999999999	4.25466e-06	2.1284400000000003	2.74768	3.3342400000000003	10.2942	49.455291	11.75824	5.70539	6.942845	0.002361635	3.0509525867	16.497045	49.7533000045	2.6804765
S100A13	S100A13-001	161.606	0.905852	10.6181	15.2533	118.13	6.10254	72.0944	10.9336	36.8367	26.124000000000002	103.219	57.4298	38.6556	167.53900000000002	11.5614	52.192	29.0423	16.9779	37.1071	85.9968	15.1247	84.4291	28.6596	28.4785	89.0881	35.513000000000005	54.2631	29.728365	38.5532	60.35335	20.0259	55.05505	29.65385	142.208	43.15525	66.92279
S100A13	S100A13-201	12.9258	4.92092	0.0	0.55879	1.2348700000000001	0.687258	1.3949	0.0	0.0	0.585414	2.97382	1.89684	2.09591	10.4101	0.872976	3.88211	8.03732	0.733396	0.9698760000000001	19.3972	23.3082	7.471480000000001	1.05193	2.06279	1.06039	3.74605	1.33371	0.58398	1.026175	2.56733	0.0	6.05596	4.05025	8.787775	0.288042	0.0
S100A13	S100A13-202	148.912	121.37899999999999	17.5776	9.53426	27.2033	31.1501	9.86197	0.8382709999999999	14.6913	12.200999999999999	24.2891	10.2679	18.5552	22.1527	4.5799900000000004	5.0505	17.6111	2.50577	18.9834	20.0507	4.39004	50.1952	10.9603	12.1789	17.2709	28.1942	3.45404	2.969225	4.007735	5.29407	2.514515	10.19379	10.17671	34.423515	2.25829	19.208462
S100A13	S100A13-203	122.917	94.5272	33.7122	115.399	88.7947	35.7692	56.2779	7.090210000000001	58.827	33.3511	137.263	111.335	81.2667	188.755	56.4867	37.1965	62.0364	36.792	46.1182	126.829	64.1483	281.145	87.9764	53.7743	136.81	78.8949	74.247	43.86424	31.70467	58.1121	27.03431	76.5774	45.7111	206.0435	39.53485	54.264175
S100A13	S100A13-002	28.95	4.602469999999999	0.0	9.98859	0.0	0.0	2.67227	0.0	0.971801	0.0	30.5609	29.4069	38.6153	37.6628	0.0	3.17712	1.13085	0.9688100000000001	1.8802299999999998	40.1967	5.74102	68.7844	20.0208	9.11984	23.7873	2.1547	12.4571	3.16459	2.381285	4.74614	0.486504	8.5447	4.613925	62.057355	2.13561	2.224195
S100A13	S100A13-006	4.956930000000001	7.5552	2.48513	3.4047099999999997	2.59573	3.23811	1.65178	0.402957	1.27531	2.69181	8.721039999999999	1.73375	10.7483	6.8738	1.65042	4.89039	1.51043	1.09107	1.9274900000000001	3.3171199999999996	3.78269	4.37283	5.16293	0.7723800000000001	6.18917	4.43215	3.43097	1.598113	1.6196905	5.2506285	1.495065	1.128572	2.05475	4.4146755	1.607207	1.0716815
S100A1	S100A1-001	199.37900000000002	14.218	2.46875	56.25899999999999	2.2715799999999997	2.70913	1.8929599999999998	1.8315	3.4594199999999997	0.235665	530.965	210.22299999999998	281.38	512.754	0.98424	2.61237	0.9115120000000001	0.251608	2.3750400000000003	177.84799999999998	1.11419	648.53	81.8304	10.6469	167.52599999999998	27.6712	39.2875	11.0452	15.016105	24.817655	2.063394	65.6494	25.87758	719.28632	8.799285	1.201325
S100A1	S100A1-005	2.17315	4.53782	2.06622	5.53535	1.85178	0.505154	0.0	1.26091	1.17402	0.0	27.114	10.4052	14.1179	16.5731	0.535075	1.90422	0.0	0.0	0.469908	6.06801	0.924803	34.4841	4.526680000000001	3.4192	6.69291	0.9356389999999999	0.926541	3.26043425	2.8855	3.9967735	0.927037	1.426645	3.880775	13.38105	0.420485	0.0
S100A1	S100A1-003	0.343781	0.5557270000000001	0.344208	0.254264	0.0	0.34786100000000003	0.0989699	0.0	0.106751	0.216376	0.5942729999999999	0.856503	1.45668	0.508483	0.177857	0.160019	0.252632	0.0	0.17846900000000002	0.7333390000000001	0.350283	0.653593	0.198127	0.25361300000000003	0.47569300000000003	0.624749	0.10411600000000001	0.0	0.1478095	1.09564765	0.1151465	0.107774	0.106507	0.961745	0.0	0.0
S100A1	S100A1-004	3.2858699999999996	1.06751	0.0	2.37978	0.0	0.0	0.0	0.0	0.0	0.0	26.7088	0.0	2.21537	13.0787	0.0	0.0	0.0	0.0	0.37566	2.4213	0.0	5.24595	1.07087	0.0	3.79337	0.0	1.78866	0.350235	0.0	0.0	0.0	0.851515	0.3833275	9.4943	0.0	0.0
S100A1	S100A1-002	0.196877	0.957593	0.690699	0.611293	0.14536500000000002	0.39071999999999996	0.248169	0.132936	0.237078	0.0839586	3.5327800000000003	0.547265	2.38835	2.0023400000000002	0.326524	0.497277	0.27513000000000004	0.211905	0.372768	0.797379	0.626618	1.8348900000000001	1.03155	0.314475	1.0139200000000002	0.28868499999999997	0.617901	0.21528655	0.2894845	1.672427	0.309498	0.3239635	0.40120885	1.8978065	0.08098965	0.0887934
LCE5A	LCE5A-001	0.0	0.0	0.041092800000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0428781	0.0	0.0	0.0	0.0	0.031817200000000004	0.0	0.0	0.0	0.0343716	0.0	0.052743	0.12603499999999998	0.0325371	0.01729285	0.0160766	0.03448005	0.0	0.0	0.0	0.0	0.01477765	0.0
CRCT1	CRCT1-001	0.0319249	0.287466	0.13531400000000002	0.0	3.51517	0.262984	1.1724700000000001	0.0	0.0	0.0	0.129237	0.0	0.053710400000000005	0.0	0.290829	0.0	0.044425	0.0	0.684079	15.3987	0.133962	0.13052	0.0763799	0.052830600000000005	0.116158	1.77345	0.0	0.0	0.0355655	0.1484195	0.41924295	0.038177	0.251543	0.02018705	0.0155989	1.886985
LCE3E	LCE3E-001	0.0	0.0	0.0	0.0	0.175586	0.058306500000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19859200000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02487445	0.0	0.0	0.0	0.0	0.0	0.0
LCE3D	LCE3D-001	0.0	0.0	0.0	0.0	0.0575408	0.057361	0.0466545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE3C	LCE3C-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE3C	LCE3C-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE3B	LCE3B-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE3A	LCE3A-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.234519	0.0	0.0	0.0	0.0	0.284756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.113126	0.0	0.125794	0.0	0.0	0.0	0.17332
LCE2D	LCE2D-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.096566	0.0287159	0.186276	0.079282	0.071045	0.0645885	0.0754744
LCE2C	LCE2C-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE2B	LCE2B-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE2A	LCE2A-001	0.0	0.0	0.0	0.321846	0.0	0.0	0.0	0.0	0.0	0.0	0.059871900000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.017085
LCE4A	LCE4A-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE4A	LCE4A-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1176235
C1orf68	C1orf68-001	0.09745169999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01826055
KPRP	KPRP-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021659599999999998	0.0111245	0.013291899999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0189337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0468899
LCE1F	LCE1F-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.266971	0.0	0.0	0.0	0.0	0.11163599999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.200413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.336485
LCE1E	LCE1E-001	0.0	0.164269	0.0	0.0	0.0	0.0775877	0.0	0.036809800000000004	0.0468481	0.0440819	0.0	0.0255078	0.35129499999999997	0.0	0.09728869999999999	0.0	0.0	0.020664099999999998	0.0	0.0220815	0.0	0.0	0.0444985	0.0311022	0.148753	0.043524	0.0	0.0	0.0	0.0	0.0	0.0	0.03453695	0.0	0.0	0.0
LCE1E	LCE1E-002	0.0	0.10661300000000001	0.0	0.0	0.0	0.128607	0.0	0.0	0.182478	0.0	0.0	0.0	0.45717700000000006	0.0	0.0729293	0.046181599999999996	0.0	0.0	0.0	0.107703	0.0	0.0	0.16964200000000002	0.0	0.0	0.13475399999999998	0.0	0.0	0.0	0.0	0.0	0.0285852	0.0	0.0	0.0	0.0
LCE1E	LCE1E-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22121	0.13309300000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE1D	LCE1D-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.177954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE1C	LCE1C-002	0.0	0.0	0.0	0.0	0.0	0.40616399999999997	0.0	0.0	0.973224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.668909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE1C	LCE1C-001	0.0782713	0.354515	0.056829899999999996	0.0	0.0	0.271985	0.044558099999999996	0.0	0.051039	0.43246599999999996	0.0	0.0	0.067207	0.0	0.0	0.0	0.0	0.0	0.043798199999999995	0.0	0.0	0.0	0.0	0.0	0.14485499999999998	0.0	0.0	0.02382255	0.0	0.0	0.0	0.0	0.025168	0.0	0.0	0.059685
LCE1B	LCE1B-001	0.0	0.0890543	0.0	0.0	0.0	0.027954900000000005	0.0	0.0	0.025375099999999998	0.19111199999999998	0.0	0.0	0.101412	0.0	0.0	0.0	0.0	0.0	0.0	0.0239816	0.0	0.0411575	0.0242203	0.0	0.0367391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01255695	0.0	0.0104008	0.0
LCE1A	LCE1A-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE6A	LCE6A-001	0.0	0.0	0.0606816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.156399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02710395	0.0	0.0	0.0
SMCP	SMCP-001	0.0	0.0714572	0.0	0.140862	0.0	0.0	0.0	0.0	0.0	0.0	0.13264700000000001	0.043787599999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11796199999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02017905	0.0	0.0	0.0
IVL	IVL-001	0.0	0.0	0.0263751	0.013569999999999999	0.025036799999999998	0.0	4.73815	0.0	0.0	0.0	0.038375400000000004	0.0	0.0	0.0	0.0334828	0.0546242	0.0	0.0	0.0	0.134794	0.0	0.0	0.0	0.0	0.0170565	0.0	0.0326805	0.0	0.0576785	0.0	0.0	0.0	0.0	0.0	0.0050141	0.0
SPRR4	SPRR4-001	0.0	0.0	0.0	0.10254300000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPRR1A	SPRR1A-001	0.0	106.229	7.65044	12.9491	80.5304	9.0867	3.11355	0.408072	26.3019	0.0	0.281853	0.234519	31.2218	0.0	2.3473599999999997	0.0	0.569513	0.74716	0.899085	0.0	0.24047600000000002	0.0	14.0973	0.0	6.8419	0.0	0.328873	0.3631325	0.2326295	0.113126	0.0	0.0	1.04032	0.0	0.0	0.0
SPRR3	SPRR3-001	0.106978	15.661	0.350614	3.08109	10.6787	3.56655	1.36449	0.0534619	3.74016	0.435638	0.0745279	0.0	1.06121	0.0	13.0001	0.0	0.60511	2.56203	0.994657	0.843075	0.5370159999999999	0.356971	0.706543	0.0	0.15015699999999998	0.119059	0.0	0.01624475	0.0615715	0.0	0.0	0.0	0.0171557	0.0	0.0	1.09721
SPRR3	SPRR3-201	0.0	0.495805	0.0	0.0	0.262295	0.131356	0.0	0.0	0.0	0.192985	0.0	0.0	0.0	0.0	3.5926699999999996	0.0	0.0	0.0	0.151402	0.0	0.0	0.11723	0.20950100000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072571
SPRR3	SPRR3-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02157845
SPRR3	SPRR3-002	0.0	0.157851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.103756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPRR1B	SPRR1B-001	0.0	5.79376	0.32435	2.89237	30.5808	0.632049	1.24822	0.0	1.42587	0.0	0.0	0.0	1.45472	0.0	7.2429	0.0	0.310342	0.48211499999999996	0.0971933	0.15257300000000001	0.0	0.0	0.590557	0.0	0.163839	0.0	0.110372	0.0	0.101287	0.0	0.0	0.0	0.02733515	0.0	0.0	0.465748
SPRR2D	SPRR2D-001	0.0	0.0	0.0	2.07183	0.0536901	0.0	0.303664	0.0	0.0	0.0	1.85002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11473	0.0	0.0	0.0660802	0.0	0.0	0.0	0.0	0.04464735	0.0226664	0.0	0.04881525	0.0	0.0	0.0	0.1477115
SPRR2D	SPRR2D-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPRR2D	SPRR2D-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPRR2D	SPRR2D-004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPRR2A	SPRR2A-001	0.0	0.0821977	0.0534414	0.815014	0.302848	0.20081300000000002	0.679976	0.0	0.0	0.0	0.16702899999999998	0.0	0.06245560000000001	0.0	0.0842681	0.0	0.0520168	0.43893999999999994	0.040974699999999996	0.127699	17.8658	0.76345	0.0	0.18648299999999998	0.0	0.0	0.0	0.0	0.083966	0.0	0.04995125	0.02295395	0.0	0.0	0.0	0.3606515
SPRR2B	SPRR2B-001	0.045177499999999995	0.0	0.067755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.283039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0588435	0.0	0.0	0.0
SPRR2E	SPRR2E-002	0.0	0.0	0.0	0.30699899999999997	0.054187099999999995	0.0	0.144797	0.0	0.0	0.0	0.425885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.115248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04555	0.0	0.0	0.0	0.0	0.0	0.0
SPRR2E	SPRR2E-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPRR2F	SPRR2F-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0429529	0.0	0.0	0.046678199999999996	1.40382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02457605	0.0251666	0.0	0.0
SPRR2C	SPRR2C-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPRR2G	SPRR2G-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0568938	0.0	0.0	0.0	0.0734002	0.0	0.0	0.0	0.0	0.25559899999999997	0.0	0.0	0.0	0.0	0.652473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0319729	0.0	0.0	0.0	0.0	0.0
LELP1	LELP1-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6944319999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOR	LOR-001	0.0153736	0.0	0.0207195	0.044088699999999995	0.0	0.0	0.06842310000000001	0.0	0.0	0.0	0.060117	0.0203146	0.0	0.0	0.0694915	1.23306	0.0	0.0	0.0	0.018087799999999998	132.071	0.0	0.0	0.024441400000000002	0.0	0.0	0.0857321	0.0	0.0081414	0.0081992	0.0	0.0	0.0091463	0.0	0.0	0.0
PGLYRP4	PGLYRP4-001	0.0794306	0.0254617	0.351982	0.0166836	0.0611813	0.032430400000000005	1.19605	0.0	0.0869799	0.0	0.0469496	0.207706	0.019208000000000003	0.0337793	0.017616800000000002	0.101126	0.04768119999999999	0.012967600000000001	0.0628054	0.0238963	0.252496	0.0	0.013729499999999999	0.41805200000000003	0.18813	0.0165064	0.0132159	0.204375	0.05919495	0.116852	0.00840805	0.0068935	0.1140655	0.0144806	0.012152	0.00594635
PGLYRP4	PGLYRP4-002	0.0	0.0	0.08832260000000001	0.0	0.0	0.0	1.4279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145542	0.09337310000000001	0.0498719	0.0	0.280031	0.0	0.0	0.0	0.0	0.063509	0.0293423	0.0070316	0.0	0.0	0.0	0.0	0.0
PGLYRP4	PGLYRP4-003	0.0	0.0	0.0	0.0	0.0	0.0	0.204478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0440334	0.0	0.0	0.0	0.06015499999999999	0.11131600000000001	0.0	0.00374181	0.0	0.44297299999999995	0.0	0.0	0.0	0.03314475	0.0	0.0	0.09500595	0.0	0.0	0.0	0.0	0.0
PGLYRP3	PGLYRP3-001	0.019090799999999998	0.0	0.327167	0.0	0.0	0.0	0.328286	0.0	0.0	0.0	0.0	0.0264106	0.0321751	0.0	0.0	0.15041300000000002	0.0	0.0	0.0	0.0227908	0.10904000000000001	0.0197829	0.0230097	0.0368446	0.0700183	0.027638299999999998	0.021823	0.034227	0.0964255	0.03412915	0.0252476	0.0346145	0.0119113	0.0	0.0	0.0
